writing_id,topic_id,task_topic,task_type,essay_text,move_sequence,c2_writing_id,c2_topic_id,c2_task_topic,c2_sequence,c2_structural_summary,edit_distance,feedback_rag,feedback_baseline,feedback_oneshot
2417,3,Writing an online profile,narrative,"Hi! My name's Tiago. I'm twenty-eight years old. I'm from Copacabana, in Rio de Janeiro, in Brazil. I love Rio de Janeiro, Cristo Redentor and I like playing chess. Nice to meet you. Bye! Tiago",Social_Opening -> Self_Introduction -> Self_Introduction -> Self_Introduction -> Narrative_Experience -> Social_Opening -> Social_Closing -> Social_Closing,1071769,44,Writing a resume,Social_Opening -> Social_Opening -> Social_Closing -> Social_Closing,"The sequence contains 4 moves. It uses these move types: Social_Opening, Social_Closing. Repeated runs: Social_Opening x2, Social_Closing x2. It begins with Social_Opening and ends with Social_Closing.",4,"YOUR CURRENT STRUCTURE:
You start by greeting and introducing yourself twice, then mention your place of origin, love for Rio de Janeiro, and hobbies. You end with a friendly closing.

WHAT ADVANCED WRITERS DO DIFFERENTLY:
Advanced writers typically open and close their profiles more clearly and use fewer repetitive introductions.

ONE THING TO TRY:
Try opening your profile just once at the beginning and closing it at the end. This will make your writing clearer and more focused. Use a Social_Opening move to start and a Social_Closing move to finish.","Great job, Tiago! Your essay is clear and easy to understand. Here’s a small suggestion: you could add an introduction that tells us something about yourself right away. For example, ""Hi everyone! My name is Tiago, and I’m 28 years old."" Then, you can introduce where you come from and what you like. This way, your profile starts with who you are, which is nice to read. Keep up the good work!","Great job, Tiago! You started with your name and age, which is good. Then you told us where you're from and what you like, but it would be nice to put the information about Rio de Janeiro and chess together in one sentence. This makes your profile easier to read. Keep up the good work!"
2689,8,Making a dinner party menu,descriptive,"Hi! This is the menu: The starter is vegetables and soup. The main course is chicken or meat, rice and noodles. The drinks is coke and juice orange. The dessert is chocolate cake and ice cream. Ok! Bye bye",Social_Opening -> Opinion_Evaluation -> Opinion_Evaluation -> Opinion_Evaluation -> Opinion_Evaluation -> Social_Closing -> Social_Closing,671146,46,Writing an email of advice,Opinion_Evaluation -> Opinion_Evaluation -> Opinion_Evaluation -> Opinion_Evaluation -> Opinion_Evaluation -> Opinion_Evaluation -> Social_Closing,"The sequence contains 7 moves. It uses these move types: Opinion_Evaluation, Social_Closing. Repeated runs: Opinion_Evaluation x6. It begins with Opinion_Evaluation and ends with Social_Closing.",2,"YOUR CURRENT STRUCTURE:
You start by saying hello and introduce your menu. Then you list each dish one by one without much detail or evaluation.

WHAT ADVANCED WRITERS DO DIFFERENTLY:
Advanced writers often provide more evaluations or opinions on their choices, like why they picked certain dishes.

ONE THING TO TRY:
Add a sentence after each dish to say something about it, such as ""The chocolate cake is our specialty!"" This will help give your menu more detail and interest. You can use the Opinion_Evaluation move type for this.","Great job! You did a good job organizing your menu. Here are some tips to make it even clearer:

1. Start with an introduction like ""This is our dinner party menu:""
2. List the starter first, then main course, drinks, and dessert.
3. Add a little description for each item if you want.

Your structure is almost perfect! Keep up the good work!","Great job organizing your menu into different sections! You did a good job by adding ""The starter is"" and ""The main course is"" to separate your food choices. Adding a sentence at the end like ""I hope you enjoy my menu!"" would be a nice touch too. Keep up the good work!"
2698,3,Writing an online profile,narrative,"Hi, My name's Caroline. I'm thirty-four years old. I'm from So Paulo, in Brazil. I like to cook. Nice to meet you. Bye",Self_Introduction -> Self_Introduction -> Self_Introduction -> Opinion_Evaluation -> Social_Opening -> Social_Closing,925415,44,Writing a resume,Information_Reporting -> Information_Reporting -> Social_Closing -> Opinion_Evaluation -> Social_Closing -> Social_Closing,"The sequence contains 6 moves. It uses these move types: Information_Reporting, Social_Closing, Opinion_Evaluation. Repeated runs: Information_Reporting x2, Social_Closing x2. It begins with Information_Reporting and ends with Social_Closing.",4,"YOUR CURRENT STRUCTURE:
You start by introducing yourself twice and then say you like to cook. You end with a social closing.

WHAT ADVANCED WRITERS DO DIFFERENTLY:
Advanced writers often provide more information about themselves before ending the profile.

ONE THING TO TRY:
Try adding one or two sentences about your interests or hobbies after introducing yourself, like ""I enjoy traveling and meeting new people."" This will help give others a better idea of who you are.","Great job, Caroline! Your writing is clear and easy to understand. You started by introducing yourself and gave some important details like your age and where you're from. Adding a sentence about what you like to do (cooking) was also good. Just remember to include more information to make it longer and more interesting. Keep up the good work!","Great job! You have all the main parts of your profile. You started with introducing yourself, told us where you're from and what you like to do. It's clear and easy to understand. Maybe you could add a bit more about yourself or your interests to make it longer and more interesting. Keep up the good work!"
2701,6,Signing up for a dating website,narrative,Name: Caroline M. Age: 34 Hair color: Blond Eye Color: Blue Describe yourself: I'm short and slim. I have short hair. I have long arms and big hands. I'm happy.,Physical_Description -> Physical_Description -> Physical_Description -> Opinion_Evaluation,132225,44,Writing a resume,Information_Reporting -> Physical_Description -> Social_Closing,"The sequence contains 3 moves. It uses these move types: Information_Reporting, Physical_Description, Social_Closing. It begins with Information_Reporting and ends with Social_Closing.",3,"YOUR CURRENT STRUCTURE:
You start by describing yourself physically three times and then say you are happy.

WHAT ADVANCED WRITERS DO DIFFERENTLY:
Advanced writers often mix descriptions with opinions or add some context about their goals or interests on the dating website.

ONE THING TO TRY:
Try adding a sentence about why you want to sign up for this website. For example, ""I'm looking for someone who shares my love for hiking and outdoor adventures."" This adds an opinion and gives more context about your intentions, making your writing clearer and more engaging.","Great job, Caroline! Your essay is clear. Here are some ideas to make it even better:

1. Start with a small introduction about yourself.
2. Talk about your height and body type.
3. Describe your appearance next.
4. End by saying how you feel.

For example:
""Hello, I'm 34 years old. I am short and slim. My hair is blonde and my eyes are blue. I have long arms and big hands. I'm very happy!""

This helps organize your thoughts better and makes it easier to read. Keep up the good work!","Great job, Caroline! Your essay tells us about yourself in a clear way. You start by giving your name and age, which is good. Then you describe what you look like, which is also helpful. One suggestion is to add a sentence or two about your interests or what you're looking for in a partner. This will help others get to know you better! Keep it simple and positive."
2797,1,Introducing yourself by email,narrative,"hi, y'm fine, thanks. my name's Alcione. Y'm 35 years old. nice to meet you Anna. by. Alcione",Social_Opening -> Self_Introduction -> Self_Introduction -> Social_Opening -> Social_Closing -> Social_Closing,1071769,44,Writing a resume,Social_Opening -> Social_Opening -> Social_Closing -> Social_Closing,"The sequence contains 4 moves. It uses these move types: Social_Opening, Social_Closing. Repeated runs: Social_Opening x2, Social_Closing x2. It begins with Social_Opening and ends with Social_Closing.",2,"YOUR CURRENT STRUCTURE:
Your email starts with a social opening, then introduces yourself twice, followed by another social opening and closing.

WHAT ADVANCED WRITERS DO DIFFERENTLY:
Advanced writers often structure their emails more clearly without unnecessary repetitions.

ONE THING TO TRY:
Try introducing yourself just once. This makes your message clearer and more concise. Explicitly state who you are at the beginning and then move to the main part of your email.","Great start! Your email is short but clear. It's good that you introduced yourself and mentioned your age. Next time, try adding a bit more about where you're from or what you like to do. This can make the introduction feel more complete. Keep up the good work!","Great start! You're introducing yourself and mentioning Anna. That's good. Next time, try adding a bit more about yourself, like where you're from or what you do. It helps the reader get to know you better. Keep it friendly, just like your first sentence!"
2834,1,Introducing yourself by email,narrative,"Hello Anna, I'm fine. My name's Andr. I'm 34 years old. Bye! Andr",Social_Opening -> Self_Introduction -> Self_Introduction -> Social_Closing -> Social_Closing,1071769,44,Writing a resume,Social_Opening -> Social_Opening -> Social_Closing -> Social_Closing,"The sequence contains 4 moves. It uses these move types: Social_Opening, Social_Closing. Repeated runs: Social_Opening x2, Social_Closing x2. It begins with Social_Opening and ends with Social_Closing.",2,"YOUR CURRENT STRUCTURE:
You start by saying hello and opening the conversation, then introduce yourself twice, and end with a closing statement.

WHAT ADVANCED WRITERS DO DIFFERENTLY:
Advanced writers typically use more varied openers and closers in their emails.

ONE THING TO TRY:
Try adding a simple reason for your email after the social opener. This can be as simple as ""I hope this message finds you well!"" It's a good way to transition into your introduction.","Great job starting with ""Hello Anna""! This is a good way to begin. However, your email could have more steps. Think of it like building a small house—start with a door (greeting), then add walls (introduction and details), and finally, end with a roof (closing). You started well but didn't build the walls yet. Next time, try adding some information about yourself after saying your name and age. For example, you could mention where you live or what you like to do. Great effort! Keep going!","Great job starting with a greeting and mentioning how you are! It’s nice to hear that you’re fine. Your next step is perfect too—introducing yourself by name. 

Just one suggestion: You could add more about yourself after your age, like where you're from or what you do. Then end with a friendly closing. This will make your email longer and more interesting!

Keep up the good work!"
2861,5,Updating your online profile,narrative,"My name's Chenwq. I'm thirty-four. I'm from China. I live in Dongguan,in China. I'm a teather. I work in a school. I like my job.",Self_Introduction -> Self_Introduction -> Self_Introduction -> Self_Introduction -> Other -> Information_Reporting -> Information_Reporting,781303,44,Writing a resume,Information_Reporting -> Information_Reporting -> Information_Reporting -> Information_Reporting -> Information_Reporting -> Information_Reporting,The sequence contains 6 moves. It uses these move types: Information_Reporting. Repeated runs: Information_Reporting x6. It begins with Information_Reporting and ends with Information_Reporting.,4,"YOUR CURRENT STRUCTURE:
You keep repeating your self-introduction and tell us about yourself over and over.

WHAT ADVANCED WRITERS DO DIFFERENTLY:
Advanced writers usually introduce themselves once and then move on to the main topic without repetition.

ONE THING TO TRY:
Try introducing yourself only once, like at the beginning. Then focus on updating your online profile by adding interesting information about your job or hobbies. This will make your writing more varied and engaging.","Great job, Chenwq! You've started your essay by introducing yourself. This is a good beginning. However, to make it clearer and more organized, you could add a small transition like ""Now, let me tell you about my online profile."" Also, consider adding information about the sections of your online profile that you plan to update. Keep up the good work!","Great job telling us about yourself! You start with your name and age, then where you're from. Then you tell us about your job and where you work. This is easy to follow. Next time, try grouping the information about your job together at the end to make it look more organized. Keep up the good work!"
2878,6,Signing up for a dating website,narrative,Name: YaQin Age: 26 Hair Color: balck Eye Color: balck Describe yourself: I am short and fat. I have small balck eyes and long balck hair. I have smally mouth and smally nose. I am happy.,Physical_Description -> Physical_Description -> Physical_Description -> Opinion_Evaluation,132225,44,Writing a resume,Information_Reporting -> Physical_Description -> Social_Closing,"The sequence contains 3 moves. It uses these move types: Information_Reporting, Physical_Description, Social_Closing. It begins with Information_Reporting and ends with Social_Closing.",3,"YOUR CURRENT STRUCTURE:
You describe yourself three times and then say you are happy.

WHAT ADVANCED WRITERS DO DIFFERENTLY:
Advanced writers typically start with providing information about themselves before closing the essay, unlike your repeated physical descriptions.

ONE THING TO TRY:
Start by describing one aspect of yourself, like your age or interests. This follows a more common structure and helps focus on who you are. Use ""Information_Reporting"" to begin.","Hi YaQin! Your writing is getting better every day. Here are some ideas to make your essay easier to understand:

1. Start with an introduction: You could say something like, ""I am 26 years old and I have black hair and eyes.""

2. Talk about your physical appearance next: For example, you can mention, ""I am short and a bit fat.""

3. Describe your features: Say something like, ""I have small black eyes, long black hair, a small mouth, and a small nose.""

4. Finish with how you feel: You already wrote this part well! Just add it at the end: ""I am happy!""

This way, your essay has a clear beginning, middle, and end. Keep up the good work!","Great job! You're telling us about yourself in a clear way. It’s good that you included your name, age, and physical description. Next time, you could add more details about what you like or are interested in. This will help people get to know you better. Keep up the good work!"
2916,3,Writing an online profile,narrative,"Hi! My name's Cindy. I from Qingdao,China and I live in Qingdao,China. I'm their-two years old. I like listen to the music and read the story in home. Nice to meet you! Goodbye!",Social_Opening -> Self_Introduction -> Self_Introduction -> Self_Introduction -> Opinion_Evaluation -> Social_Opening -> Social_Closing,925415,44,Writing a resume,Information_Reporting -> Information_Reporting -> Social_Closing -> Opinion_Evaluation -> Social_Closing -> Social_Closing,"The sequence contains 6 moves. It uses these move types: Information_Reporting, Social_Closing, Opinion_Evaluation. Repeated runs: Information_Reporting x2, Social_Closing x2. It begins with Information_Reporting and ends with Social_Closing.",5,"YOUR CURRENT STRUCTURE:
You start by introducing yourself twice and then talk about your hobbies. You end with a friendly greeting.

WHAT ADVANCED WRITERS DO DIFFERENTLY:
Advanced writers typically include more information in a structured way without repeating themselves as much.

ONE THING TO TRY:
Try to introduce yourself once and then describe what you like to do. This will make your profile clearer and easier to read. Use ""Information_Reporting"" for introducing yourself and describing your hobbies.","Great job starting with a greeting! Your essay has some good ideas. Here’s how you could organize it better:

1. Introduce yourself: Start by saying your name and where you're from.
2. Tell us more: Mention where you live now and your age.
3. Share what you like to do: Describe the activities you enjoy.

Your essay is short but covers most of these points. Just remember to use complete sentences for better clarity. Keep up the good work!","Great job telling us about yourself! You have all the important information. It’s nice to see you start with your name and where you’re from. The next time, try putting your age after saying ""I'm"" like this: ""I'm two years old."" Also, you can group the activities you like doing together at the end. Keep up the good work!"
2985,1,Introducing yourself by email,narrative,"Hi Anna: I'm fine, thanks! How are you? My name's Jack. I'm twentytwo. Bye Jack",Social_Opening -> Social_Opening -> Self_Introduction -> Self_Introduction -> Social_Closing,1071769,44,Writing a resume,Social_Opening -> Social_Opening -> Social_Closing -> Social_Closing,"The sequence contains 4 moves. It uses these move types: Social_Opening, Social_Closing. Repeated runs: Social_Opening x2, Social_Closing x2. It begins with Social_Opening and ends with Social_Closing.",2,"YOUR CURRENT STRUCTURE:
You start by saying hello and asking how the other person is. Then you introduce yourself twice and say goodbye.

WHAT ADVANCED WRITERS DO DIFFERENTLY:
Advanced writers typically close their email with a social closing after starting with two social openings, rather than having an extra self-introduction in between.

ONE THING TO TRY:
Try saying ""Bye"" once at the end of your message. This will make your email structure clearer and more natural. Use Social_Closing to conclude your message.","Hi Jack! Great job starting your email with ""Hi Anna"" and asking how she is. It's good to see you're friendly!

Your essay has a few moves but could use more structure. Think of it like building blocks: you start by greeting, then introduce yourself, and finish nicely.

Here’s an idea:
1. Start with “Hi Anna,”
2. Ask, ""How are you?""
3. Introduce yourself: “My name is Jack. I am 22 years old.”
4. Add a friendly closing like ""Bye for now!""

Keep it simple, and you'll do great!","Great start! You’ve introduced yourself and asked how Anna is doing. That’s a good way to begin. Next time, you could add more details about yourself after that, like where you're from or what you do. It's okay if it’s just a short introduction though—keep up the good conversation starter!"
3323,5,Updating your online profile,narrative,"My name is Selina Zhao. I 'm twenty-five. I'm from in China. I live in Guangdong, China. I'm a secretary. I work in an office. I don't like my job.",Self_Introduction -> Self_Introduction -> Self_Introduction -> Self_Introduction -> Information_Reporting -> Information_Reporting -> Information_Reporting,781303,44,Writing a resume,Information_Reporting -> Information_Reporting -> Information_Reporting -> Information_Reporting -> Information_Reporting -> Information_Reporting,The sequence contains 6 moves. It uses these move types: Information_Reporting. Repeated runs: Information_Reporting x6. It begins with Information_Reporting and ends with Information_Reporting.,4,"YOUR CURRENT STRUCTURE:
You start by introducing yourself four times and then provide three pieces of information about your job.

WHAT ADVANCED WRITERS DO DIFFERENTLY:
Advanced writers typically vary their introduction to keep the text more engaging. They might combine information reporting with other types of moves, like adding a personal touch or a goal statement.

ONE THING TO TRY:
Add one sentence at the end expressing why you want to update your online profile. This can be an Information_Reporting move that adds context to your writing.","Great job starting your essay with who you are! Your next step could be to make a small change. Try saying ""I am Selina Zhao."" instead of ""My name is Selina Zhao.""

Next, you can make it clear that the information comes from yourself by adding ""I am"" before each piece of information. This helps organize your thoughts better.

For example:
""I am Selina Zhao. I am 25 years old. I am from China. I live in Guangdong, China. I am a secretary. I work in an office.""

This makes it easier for the reader to understand and follow along!","Great job, Selina! Your profile is clear and easy to understand. You start by telling us your name and age, which is good. Then you share where you're from and live, followed by your job information. This order works well. To make it even better, you could consider grouping the information about your workplace together at the end. Keep up the good work!"
3346,3,Writing an online profile,narrative,"Hi teacher! How are you? This is my profile: My name's Fbio. I'm twenty-seven years old. I'm from So Paulo, in Brazil. Nice to meet you. Bye!",Social_Opening -> Social_Opening -> Self_Introduction -> Self_Introduction -> Self_Introduction -> Social_Opening -> Social_Closing,1071769,44,Writing a resume,Social_Opening -> Social_Opening -> Social_Closing -> Social_Closing,"The sequence contains 4 moves. It uses these move types: Social_Opening, Social_Closing. Repeated runs: Social_Opening x2, Social_Closing x2. It begins with Social_Opening and ends with Social_Closing.",4,"YOUR CURRENT STRUCTURE:
You start with a social opening twice and end with a goodbye. You introduce yourself three times.

WHAT ADVANCED WRITERS DO DIFFERENTLY:
Advanced writers typically have a clearer beginning and ending without repeating themselves too much.

ONE THING TO TRY:
Try starting once, say your name and age, then add details about where you're from. End by saying nice to meet you. This helps keep the profile clear and friendly.","Hi Fbio! Great job starting your profile! Your essay is short and clear. Here’s a suggestion to make it a bit more organized:

1. Start with a greeting: Hi everyone!
2. Introduce yourself: My name is Fbio.
3. Share your age: I'm 27 years old.
4. Tell where you're from: I come from São Paulo, in Brazil.

Adding these steps will help organize your profile better. Keep up the good work!","Great job! You've included all the necessary information in your profile. It's nice to see you start with a friendly greeting and then introduce yourself clearly. Next time, you could try grouping your personal details together first, like your name and age, followed by where you're from. This makes it easier for readers to understand your profile. Keep up the good work!"
3347,4,Describing your family in an email,descriptive,"Hello Maria, how are you? My name's Fabio. There are four people in my family. All of us live in So Paulo, Brazil. My mother is fifty-six and my father is fifty-two. My sister is thirty.Nice to meet you.",Social_Opening -> Self_Introduction -> Self_Introduction -> Self_Introduction -> Self_Introduction -> Self_Introduction,339446,46,Writing an email of advice,Social_Opening -> Social_Closing -> Social_Closing -> Social_Closing,"The sequence contains 4 moves. It uses these move types: Social_Opening, Social_Closing. Repeated runs: Social_Closing x3. It begins with Social_Opening and ends with Social_Closing.",5,"YOUR CURRENT STRUCTURE:
You start by saying hello and introduce yourself multiple times. Then you talk about your family.

WHAT ADVANCED WRITERS DO DIFFERENTLY:
Advanced writers typically close their emails with polite phrases at the end.

ONE THING TO TRY:
Add a closing line like ""It was nice meeting you, Maria."" This will complete your email properly. This is called a Social_Closing move.","Great job starting with a friendly greeting and introducing yourself! Your essay has a good start. Here are some suggestions to help organize your ideas better:

1. Start by telling Maria how nice it is to meet her.
2. Introduce yourself clearly.
3. Say that you want to talk about your family.
4. Mention the number of people in your family and where they live.
5. Tell us about each person in your family.

Your essay will flow better if you follow these steps. Keep up the good work!","Great job! You started with a friendly greeting and told Maria your name. Then you said how many people are in your family and where they live. It’s good to mention each family member by name next time. Here’s one suggestion to make it even clearer:

""Hello Maria,  
How are you? My name's Fabio. There are four people in my family: my parents and my sister. We all live in São Paulo, Brazil. My mother is fifty-six, my father is fifty-two, and my sister is thirty. Nice to meet you!""

This way, it’s easy for Maria to understand who everyone is. Keep up the good work!"
3494,6,Signing up for a dating website,narrative,Name: Homely Costa Age: 31 Hair Color: Brown Eye Color: Brown Describe yourself: I'm beautiful and happy. I'm tall. I have beautiful mouth. I'm young and strong. I have small eyes. I'm employee of the government.,Physical_Description -> Physical_Description -> Opinion_Evaluation -> Self_Introduction -> Physical_Description -> Information_Reporting,1127204,45,Writing on the family blog,Opinion_Evaluation -> Information_Reporting,"The sequence contains 2 moves. It uses these move types: Opinion_Evaluation, Information_Reporting. It begins with Opinion_Evaluation and ends with Information_Reporting.",4,"YOUR CURRENT STRUCTURE:
You start by describing your appearance twice, then give an opinion, introduce yourself, and finally state some information.

WHAT ADVANCED WRITERS DO DIFFERENTLY:
Advanced writers often begin with a clear statement about themselves before delving into details.

ONE THING TO TRY:
Start with one or two simple sentences to introduce yourself. For example: ""I am 31 years old and work for the government."" This helps set the stage for your description.","Hi Homely Costa!

Your essay is a good start! Here’s some advice to make it clearer:

1. Start with an introduction: ""I am 31 years old and I have brown hair and eyes.""
2. Talk about yourself next: ""I am happy and strong. I work for the government.""
3. End with your appearance: ""I am tall.""

This order helps people understand you better. Keep up the good work!","Great job! You did a good job introducing yourself. To make it easier to read, try putting all your personal details together first, like this:

Name: Homely Costa  
Age: 31  
Hair Color: Brown  
Eye Color: Brown  

Then describe yourself, for example:  
I'm beautiful and happy. I'm tall with a beautiful mouth. I'm young and strong.

This helps organize the information better! Keep up the good work!"
3788,3,Writing an online profile,narrative,"Hi! My name's Marcelo Honorio. I'm twenty-eight years old. I'm from Capanema, in Brazil. But I live in Tucurui, in Brazil too. Nice to meet you too. See you in other time. Bye!",Social_Opening -> Self_Introduction -> Self_Introduction -> Self_Introduction -> Self_Introduction -> Social_Opening -> Social_Closing -> Social_Closing,1071769,44,Writing a resume,Social_Opening -> Social_Opening -> Social_Closing -> Social_Closing,"The sequence contains 4 moves. It uses these move types: Social_Opening, Social_Closing. Repeated runs: Social_Opening x2, Social_Closing x2. It begins with Social_Opening and ends with Social_Closing.",4,"YOUR CURRENT STRUCTURE:
You start with a social opening, then repeatedly introduce yourself and your location. You end with two social closings.

WHAT ADVANCED WRITERS DO DIFFERENTLY:
Advanced writers typically have clearer structure by varying their moves more.

ONE THING TO TRY:
Try to add one more move about something you like or enjoy doing. This can make your profile more interesting and engaging, following a Social_Opening with a Self_Interest move before concluding with Social_Closings.","Great job starting with your name and age! It's good that you mentioned where you're from. You have a few ideas but not quite organized yet. Try to break it down into small parts like this:

1. Start by introducing yourself (name and age).
2. Tell us where you come from.
3. Say where you live now.
4. End with a friendly closing.

Your essay has all the right information, just needs a bit of rearranging to make it clearer. Keep trying!","Great job! You've shared a clear introduction about yourself. It’s nice to see you start with your name and age, followed by where you're from. Next time, consider adding information about what you do or enjoy doing. This will make your profile more interesting. Keep up the good work!"
